pokedex_number,pokemon_name,type_1,type_2,ability_1,ability_2,ability_3,number_pokemon_with_typing,primary_color,shape,height,weight,bmi,hit_points,attack,defense,special_attack,special_defense,speed,total_stats,mean,standard_deviation,capture_rate,generation,base_happiness,base_experience,exp_type,exp_to_level_100,can_evolve,evolves_from,final_evolution,mega_evolution,is_default,baby_pokemon,alolan_form,galarian_form,forms_switchable,legendary,mythical,genderless,female_rate,genus,egg_group_1,egg_group_2,egg_cycles,against_normal,against_fire,against_water,against_electric,against_grass,against_ice,against_fighting,against_poison,against_ground,against_flying,against_psychic,against_bug,against_rock,against_ghost,against_dragon,against_dark,against_steel,against_fairy
140,Kabuto,Rock,Water,Swift Swim,Battle Armor,Weak Armor,11,Brown,Armor,0.5,11.5,46.0,30,80,90,55,45,55,355,59.17,20.29,45,1,70,71,Medium Fast,1000000,true,,false,false,true,false,false,false,false,false,false,false,0.125,Shellfish ,Water 1,Water 3,30,0.5,0.25,1,2,4,0.5,2,0.5,2,0.5,1,1,1,1,1,1,1,1
141,Kabutops,Rock,Water,Swift Swim,Battle Armor,Weak Armor,11,Brown,Upright,1.3,40.5,24.0,60,115,105,65,70,80,495,82.50,20.56,45,1,70,173,Medium Fast,1000000,false,Kabuto,true,false,true,false,false,false,false,false,false,false,0.125,Shellfish ,Water 1,Water 3,30,0.5,0.25,1,2,4,0.5,2,0.5,2,0.5,1,1,1,1,1,1,1,1
142,Aerodactyl,Rock,Flying,Rock Head,Pressure,Unnerve,6,Purple,Wings,1.8,59,18.2,80,105,65,60,75,130,515,85.83,24.40,45,1,70,180,Slow,1250000,false,,true,false,true,false,false,false,true,false,false,false,0.125,Fossil ,Flying,,35,0.5,0.5,2,2,1,2,1,0.5,0,0.5,1,0.5,2,1,1,1,2,1
142,Mega Aerodactyl,Rock,Flying,Tough Claws,,,6,Purple,Wings,2.1,79,17.9,80,135,85,70,95,150,615,102.50,29.55,45,6,70,215,Slow,1250000,false,,true,true,false,false,false,false,true,false,false,false,0.125,Fossil ,Flying,,35,0.5,0.5,2,2,1,2,1,0.5,0,0.5,1,0.5,2,1,1,1,2,1
143,Snorlax,Normal,,Immunity,Thick Fat,Gluttony,71,Black,Humanoid,2.1,460,104.3,160,110,65,65,110,30,540,90.00,41.93,25,1,70,189,Slow,1250000,false,Munchlax,true,false,true,false,false,false,false,false,false,false,0.125,Sleeping ,Monster,,40,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
143,Snorlax Gmax,Normal,,Immunity,Thick Fat,Gluttony,71,Black,Humanoid,35,10000,8.2,160,110,65,65,110,30,540,90.00,41.93,25,8,70,189,Slow,1250000,false,Munchlax,false,false,false,false,false,false,false,false,false,false,0.125,Sleeping ,Monster,,40,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
144,Articuno,Ice,Flying,Pressure,Snow Cloak,,2,Blue,Wings,1.7,55.4,19.2,90,85,100,95,125,85,580,96.67,13.74,3,1,35,261,Slow,1250000,false,,true,false,true,false,false,false,false,true,false,true,0,Freeze ,Undiscovered,,80,1,2,1,2,0.5,1,1,1,0,1,1,0.5,4,1,1,1,2,1
144,Galarian Articuno,Psychic,Flying,Competitive,,,8,Blue,Wings,1.7,50.9,17.6,90,85,85,125,100,95,580,96.67,13.74,3,8,35,261,Slow,1250000,false,,true,false,false,false,false,true,false,true,false,true,0,Freeze ,Undiscovered,,80,1,1,1,2,0.5,2,0.25,1,0,1,0.5,1,2,2,1,2,1,1
145,Galarian Zapdos,Fighting,Flying,Defiant,,,2,Yellow,Wings,1.6,58.2,22.7,90,125,90,85,90,100,580,96.67,13.44,3,8,35,261,Slow,1250000,false,,true,false,false,false,false,true,false,true,false,true,0,Electric ,Undiscovered,,80,1,1,1,2,0.5,2,0.5,1,0,2,2,0.25,1,1,1,0.5,1,2
145,Zapdos,Electric,Flying,Pressure,Static,,6,Yellow,Wings,1.6,52.6,20.5,90,90,85,125,90,100,580,96.67,13.44,3,1,35,261,Slow,1250000,false,,true,false,true,false,false,false,false,true,false,true,0,Electric ,Undiscovered,,80,1,1,1,1,0.5,2,0.5,1,0,0.5,1,0.5,2,1,1,1,0.5,1
146,Galarian Moltres,Dark,Flying,Berserk,,,6,Yellow,Wings,2,66,16.5,90,85,90,100,125,90,580,96.67,13.44,3,8,35,261,Slow,1250000,false,,true,false,false,false,false,true,false,true,false,true,0,Flame ,Undiscovered,,80,1,1,1,2,0.5,2,1,1,0,1,0,1,2,0.5,1,0.5,1,2
146,Moltres,Fire,Flying,Pressure,Flame Body,,7,Yellow,Wings,2,60,15.0,90,100,90,125,85,90,580,96.67,13.44,3,1,35,261,Slow,1250000,false,,true,false,true,false,false,false,false,true,false,true,0,Flame ,Undiscovered,,80,1,0.5,2,2,0.25,1,0.5,1,0,1,1,0.25,4,1,1,1,0.5,0.5
147,Dratini,Dragon,,Shed Skin,Marvel Scale,,13,Blue,Squiggle,1.8,3.3,1.0,41,64,45,50,50,50,300,50.00,7.09,45,1,35,60,Slow,1250000,true,,false,false,true,false,false,false,false,false,false,false,0.5,Dragon ,Water 1,Dragon,40,1,0.5,0.5,0.5,0.5,2,1,1,1,1,1,1,1,1,2,1,1,2
148,Dragonair,Dragon,,Shed Skin,Marvel Scale,,13,Blue,Squiggle,4,16.5,1.0,61,84,65,70,70,70,420,70.00,7.09,45,1,35,147,Slow,1250000,true,Dratini,false,false,true,false,false,false,false,false,false,false,0.5,Dragon ,Water 1,Dragon,40,1,0.5,0.5,0.5,0.5,2,1,1,1,1,1,1,1,1,2,1,1,2
149,Dragonite,Dragon,Flying,Inner Focus,Multiscale,,8,Brown,Upright,2.2,210,43.4,91,134,95,100,100,80,600,100.00,16.64,45,1,35,270,Slow,1250000,false,Dragonair,true,false,true,false,false,false,false,false,false,false,0.5,Dragon ,Water 1,Dragon,40,1,0.5,0.5,1,0.25,4,0.5,1,0,1,1,0.5,2,1,2,1,1,2
150,Mega Mewtwo X,Psychic,Fighting,Steadfast,,,6,Purple,Upright,2.3,127,24.0,106,190,100,154,100,130,780,130.00,33.05,3,6,0,351,Slow,1250000,false,,true,true,false,false,false,false,true,true,false,true,0,Genetic ,Undiscovered,,120,1,1,1,1,1,1,0.5,1,1,2,1,1,0.5,2,1,1,1,2
150,Mega Mewtwo Y,Psychic,,Insomnia,,,45,Purple,Upright,1.5,33,14.7,106,150,70,194,120,140,780,130.00,38.45,3,6,0,351,Slow,1250000,false,,true,true,false,false,false,false,true,true,false,true,0,Genetic ,Undiscovered,,120,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1
150,Mewtwo,Psychic,,Pressure,Unnerve,,45,Purple,Upright,2,122,30.5,106,110,90,154,90,130,680,113.33,22.68,3,1,0,306,Slow,1250000,false,,true,false,true,false,false,false,true,true,false,true,0,Genetic ,Undiscovered,,120,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1
151,Mew,Psychic,,Synchronize,,,45,Pink,Upright,0.4,4,25.0,100,100,100,100,100,100,600,100.00,0.00,45,1,100,270,Medium Slow,1059860,false,,true,false,true,false,false,false,false,false,true,true,0,New Species ,Undiscovered,,120,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1
152,Chikorita,Grass,,Overgrow,Leaf Guard,,43,Green,Quadruped,0.9,6.4,7.9,45,49,65,49,65,45,318,53.00,8.64,45,2,70,64,Medium Slow,1059860,true,,false,false,true,false,false,false,false,false,false,false,0.125,Leaf ,Monster,Grass,20,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1
153,Bayleef,Grass,,Overgrow,Leaf Guard,,43,Green,Quadruped,1.2,15.8,11.0,60,62,80,63,80,60,405,67.50,8.90,45,2,70,142,Medium Slow,1059860,true,Chikorita,false,false,true,false,false,false,false,false,false,false,0.125,Leaf ,Monster,Grass,20,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1
154,Meganium,Grass,,Overgrow,Leaf Guard,,43,Green,Quadruped,1.8,100.5,31.0,80,82,100,83,100,80,525,87.50,8.90,45,2,70,236,Medium Slow,1059860,false,Bayleef,true,false,true,false,false,false,false,false,false,false,0.125,Herb ,Monster,Grass,20,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1
155,Cyndaquil,Fire,,Blaze,Flash Fire,,34,Yellow,Humanoid,0.5,7.9,31.6,39,52,43,60,50,65,309,51.50,9.00,45,2,70,62,Medium Slow,1059860,true,,false,false,true,false,false,false,false,false,false,false,0.125,Fire Mouse ,Field,,20,1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5
156,Quilava,Fire,,Blaze,Flash Fire,,34,Yellow,Quadruped,0.9,19,23.5,58,64,58,80,65,80,405,67.50,9.23,45,2,70,142,Medium Slow,1059860,true,Cyndaquil,false,false,true,false,false,false,false,false,false,false,0.125,Volcano ,Field,,20,1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5
157,Typhlosion,Fire,,Blaze,Flash Fire,,34,Yellow,Quadruped,1.7,79.5,27.5,78,84,78,109,85,100,534,89.00,11.58,45,2,70,240,Medium Slow,1059860,false,Quilava,true,false,true,false,false,false,false,false,false,false,0.125,Volcano ,Field,,20,1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5
158,Totodile,Water,,Torrent,Sheer Force,,72,Blue,Upright,0.6,9.5,26.4,50,65,64,44,48,43,314,52.33,8.92,45,2,70,63,Medium Slow,1059860,true,,false,false,true,false,false,false,false,false,false,false,0.125,Big Jaw ,Monster,Water 1,20,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
159,Croconaw,Water,,Torrent,Sheer Force,,72,Blue,Upright,1.1,25,20.7,65,80,80,59,63,58,405,67.50,9.14,45,2,70,142,Medium Slow,1059860,true,Totodile,false,false,true,false,false,false,false,false,false,false,0.125,Big Jaw ,Monster,Water 1,20,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
160,Feraligatr,Water,,Torrent,Sheer Force,,72,Blue,Upright,2.3,88.8,16.8,85,105,100,79,83,78,530,88.33,10.39,45,2,70,239,Medium Slow,1059860,false,Croconaw,true,false,true,false,false,false,false,false,false,false,0.125,Big Jaw ,Monster,Water 1,20,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
161,Sentret,Normal,,Run Away,Keen Eye,Frisk,71,Brown,Quadruped,0.8,6,9.4,35,46,34,35,45,20,215,35.83,8.59,255,2,70,43,Medium Fast,1000000,true,,false,false,true,false,false,false,false,false,false,false,0.5,Scout ,Field,,15,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
162,Furret,Normal,,Run Away,Keen Eye,Frisk,71,Brown,Quadruped,1.8,32.5,10.0,85,76,64,45,55,90,415,69.17,16.04,90,2,70,145,Medium Fast,1000000,false,Sentret,true,false,true,false,false,false,false,false,false,false,0.5,Long Body ,Field,,15,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
163,Hoothoot,Normal,Flying,Insomnia,Keen Eye,Tinted Lens,27,Brown,Wings,0.7,21.2,43.3,60,30,30,36,56,50,262,43.67,12.19,255,2,70,52,Medium Fast,1000000,true,,false,false,true,false,false,false,false,false,false,false,0.5,Owl ,Flying,,15,1,1,1,2,0.5,2,1,1,0,1,1,0.5,2,0,1,1,1,1
164,Noctowl,Normal,Flying,Insomnia,Keen Eye,Tinted Lens,27,Brown,Wings,1.6,40.8,15.9,100,50,50,86,96,70,452,75.33,20.25,90,2,70,158,Medium Fast,1000000,false,Hoothoot,true,false,true,false,false,false,false,false,false,false,0.5,Owl ,Flying,,15,1,1,1,2,0.5,2,1,1,0,1,1,0.5,2,0,1,1,1,1
165,Ledyba,Bug,Flying,Swarm,Early Bird,Rattled,14,Red,Wings,1,10.8,10.8,40,20,30,40,80,55,265,44.17,19.24,255,2,70,53,Fast,800000,true,,false,false,true,false,false,false,false,false,false,false,0.5,Five Star ,Bug,,15,1,2,1,2,0.25,2,0.25,1,0,2,1,0.5,4,1,1,1,1,1
166,Ledian,Bug,Flying,Swarm,Early Bird,Iron Fist,14,Red,Wings,1.4,35.6,18.2,55,35,50,55,110,85,390,65.00,25.00,90,2,70,137,Fast,800000,false,Ledyba,true,false,true,false,false,false,false,false,false,false,0.5,Five Star ,Bug,,15,1,2,1,2,0.25,2,0.25,1,0,2,1,0.5,4,1,1,1,1,1
167,Spinarak,Bug,Poison,Swarm,Insomnia,Sniper,13,Green,Armor,0.5,8.5,34.0,40,60,40,40,40,30,250,41.67,8.98,255,2,70,50,Fast,800000,true,,false,false,true,false,false,false,false,false,false,false,0.5,String Spit ,Bug,,15,1,2,1,1,0.25,1,0.25,0.5,1,2,2,0.5,2,1,1,1,1,0.5
168,Ariados,Bug,Poison,Swarm,Insomnia,Sniper,13,Red,Armor,1.1,33.5,27.7,70,90,70,60,70,40,400,66.67,14.91,90,2,70,140,Fast,800000,false,Spinarak,true,false,true,false,false,false,false,false,false,false,0.5,Long Leg ,Bug,,15,1,2,1,1,0.25,1,0.25,0.5,1,2,2,0.5,2,1,1,1,1,0.5
169,Crobat,Poison,Flying,Inner Focus,Infiltrator,,3,Purple,Bug-Wings,1.8,75,23.1,85,90,80,70,80,130,535,89.17,19.24,90,2,70,241,Medium Fast,1000000,false,Golbat,true,false,true,false,false,false,false,false,false,false,0.5,Bat ,Flying,,15,1,1,1,2,0.25,2,0.25,0.5,0,1,2,0.25,2,1,1,1,1,0.5
170,Chinchou,Water,Electric,Volt Absorb,Illuminate,Water Absorb,3,Blue,Fish,0.5,12,48.0,75,38,38,56,56,67,330,55.00,13.69,190,2,70,66,Slow,1250000,true,,false,false,true,false,false,false,false,false,false,false,0.5,Angler ,Water 2,,20,1,0.5,0.5,1,2,0.5,1,1,2,0.5,1,1,1,1,1,1,0.25,1
171,Lanturn,Water,Electric,Volt Absorb,Illuminate,Water Absorb,3,Blue,Fish,1.2,22.5,15.6,125,58,58,76,76,67,460,76.67,22.83,75,2,70,161,Slow,1250000,false,Chinchou,true,false,true,false,false,false,false,false,false,false,0.5,Light ,Water 2,,20,1,0.5,0.5,1,2,0.5,1,1,2,0.5,1,1,1,1,1,1,0.25,1
172,Pichu,Electric,,Static,Lightning Rod,,34,Yellow,Quadruped,0.3,2,22.2,20,40,15,35,35,60,205,34.17,14.55,190,2,70,41,Medium Fast,1000000,true,,false,false,true,true,false,false,false,false,false,false,0.5,Tiny Mouse ,Undiscovered,,10,1,1,1,0.5,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1
173,Cleffa,Fairy,,Cute Charm,Magic Guard,Friend Guard,19,Pink,Upright,0.3,3,33.3,50,25,28,45,55,15,218,36.33,14.51,150,2,140,44,Fast,800000,true,,false,false,true,true,false,false,false,false,false,false,0.75,Star Shape ,Undiscovered,,10,1,1,1,1,1,1,0.5,2,1,1,1,0.5,1,1,0,0.5,2,1
174,Igglybuff,Normal,Fairy,Cute Charm,Competitive,Friend Guard,5,Pink,Humanoid,0.3,1,11.1,90,30,15,40,20,15,210,35.00,26.14,170,2,70,42,Fast,800000,true,,false,false,true,true,false,false,false,false,false,false,0.75,Balloon ,Undiscovered,,10,1,1,1,1,1,1,1,2,1,1,1,0.5,1,0,0,0.5,2,1
175,Togepi,Fairy,,Hustle,Serene Grace,Super Luck,19,White,Humanoid,0.3,1.5,16.7,35,20,65,40,65,20,245,40.83,18.58,190,2,70,49,Fast,800000,true,,false,false,true,true,false,false,false,false,false,false,0.125,Spike Ball ,Undiscovered,,10,1,1,1,1,1,1,0.5,2,1,1,1,0.5,1,1,0,0.5,2,1
176,Togetic,Fairy,Flying,Hustle,Serene Grace,Super Luck,2,White,Humanoid,0.6,3.2,8.9,55,40,85,80,105,40,405,67.50,24.28,75,2,70,142,Fast,800000,true,Togepi,false,false,true,false,false,false,false,false,false,false,0.125,Happiness ,Flying,Fairy,10,1,1,1,2,0.5,2,0.25,2,0,1,1,0.25,2,1,0,0.5,2,1
177,Natu,Psychic,Flying,Synchronize,Early Bird,Magic Bounce,8,Green,Wings,0.2,2,50.0,40,50,45,70,45,70,320,53.33,12.13,190,2,70,64,Medium Fast,1000000,true,,false,false,true,false,false,false,false,false,false,false,0.5,Tiny Bird ,Flying,,20,1,1,1,2,0.5,2,0.25,1,0,1,0.5,1,2,2,1,2,1,1
178,Xatu,Psychic,Flying,Synchronize,Early Bird,Magic Bounce,8,Green,Wings,1.5,15,6.7,65,75,70,95,70,95,470,78.33,12.13,75,2,70,165,Medium Fast,1000000,false,Natu,true,false,true,false,false,false,false,false,false,false,0.5,Mystic ,Flying,,20,1,1,1,2,0.5,2,0.25,1,0,1,0.5,1,2,2,1,2,1,1
179,Mareep,Electric,,Static,Plus,,34,White,Quadruped,0.6,7.8,21.7,55,40,40,65,45,35,280,46.67,10.27,235,2,70,56,Medium Slow,1059860,true,,false,false,true,false,false,false,false,false,false,false,0.5,Wool ,Monster,Field,20,1,1,1,0.5,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1
180,Flaaffy,Electric,,Static,Plus,,34,Pink,Upright,0.8,13.3,20.8,70,55,55,80,60,45,365,60.83,11.33,120,2,70,128,Medium Slow,1059860,true,Mareep,false,false,true,false,false,false,false,false,false,false,0.5,Wool ,Monster,Field,20,1,1,1,0.5,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1
181,Ampharos,Electric,,Static,Plus,,34,Yellow,Upright,1.4,61.5,31.4,90,75,85,115,90,55,510,85.00,18.03,45,2,70,230,Medium Slow,1059860,false,Flaaffy,true,false,true,false,false,false,true,false,false,false,0.5,Light ,Monster,Field,20,1,1,1,0.5,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1
181,Mega Ampharos,Electric,Dragon,Mold Breaker,,,3,Yellow,Upright,1.4,61.5,31.4,90,95,105,165,110,45,610,101.67,35.32,45,6,70,275,Medium Slow,1059860,false,Flaaffy,true,true,false,false,false,false,true,false,false,false,0.5,Light ,Monster,Field,20,1,0.5,0.5,0.25,0.5,2,1,1,2,0.5,1,1,1,1,2,1,0.5,2
182,Bellossom,Grass,,Chlorophyll,Healer,,43,Green,Humanoid,0.4,5.8,36.3,75,80,95,90,100,50,490,81.67,16.50,45,2,70,221,Medium Slow,1059860,false,Gloom,true,false,true,false,false,false,false,false,false,false,0.5,Flower ,Grass,,20,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1
183,Marill,Water,Fairy,Thick Fat,Huge Power,Sap Sipper,4,Blue,Upright,0.4,8.5,53.1,70,20,50,20,50,40,250,41.67,17.72,190,2,70,88,Fast,800000,true,Azurill,false,false,true,false,false,false,false,false,false,false,0.5,Aqua Mouse ,Water 1,Fairy,10,1,0.5,0.5,2,2,0.5,0.5,2,1,1,1,0.5,1,1,0,0.5,1,1
184,Azumarill,Water,Fairy,Thick Fat,Huge Power,Sap Sipper,4,Blue,Upright,0.8,28.5,44.5,100,50,80,60,80,50,420,70.00,18.26,75,2,70,189,Fast,800000,false,Marill,true,false,true,false,false,false,false,false,false,false,0.5,Aqua Rabbit ,Water 1,Fairy,10,1,0.5,0.5,2,2,0.5,0.5,2,1,1,1,0.5,1,1,0,0.5,1,1
185,Sudowoodo,Rock,,Sturdy,Rock Head,Rattled,16,Brown,Humanoid,1.2,38,26.4,70,100,115,30,65,30,410,68.33,31.97,65,2,70,144,Medium Fast,1000000,false,Bonsly,true,false,true,false,false,false,false,false,false,false,0.5,Imitation ,Mineral,,20,0.5,0.5,2,1,2,1,2,0.5,2,0.5,1,1,1,1,1,1,2,1
186,Politoed,Water,,Water Absorb,Damp,Drizzle,72,Green,Humanoid,1.1,33.9,28.0,90,75,75,90,100,70,500,83.33,10.67,45,2,70,225,Medium Slow,1059860,false,Poliwhirl,true,false,true,false,false,false,false,false,false,false,0.5,Frog ,Water 1,,20,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
187,Hoppip,Grass,Flying,Chlorophyll,Leaf Guard,Infiltrator,7,Pink,Upright,0.4,0.5,3.1,35,35,40,35,55,50,250,41.67,7.99,255,2,70,50,Medium Slow,1059860,true,,false,false,true,false,false,false,false,false,false,false,0.5,Cottonweed ,Fairy,Grass,20,1,2,0.5,1,0.25,4,0.5,2,0,2,1,1,2,1,1,1,1,1
188,Skiploom,Grass,Flying,Chlorophyll,Leaf Guard,Infiltrator,7,Green,Upright,0.6,1,2.8,55,45,50,45,65,80,340,56.67,12.47,120,2,70,119,Medium Slow,1059860,true,Hoppip,false,false,true,false,false,false,false,false,false,false,0.5,Cottonweed ,Fairy,Grass,20,1,2,0.5,1,0.25,4,0.5,2,0,2,1,1,2,1,1,1,1,1
189,Jumpluff,Grass,Flying,Chlorophyll,Leaf Guard,Infiltrator,7,Blue,Upright,0.8,3,4.7,75,55,70,55,95,110,460,76.67,20.14,45,2,70,207,Medium Slow,1059860,false,Skiploom,true,false,true,false,false,false,false,false,false,false,0.5,Cottonweed ,Fairy,Grass,20,1,2,0.5,1,0.25,4,0.5,2,0,2,1,1,2,1,1,1,1,1
190,Aipom,Normal,,Run Away,Pickup,Skill Link,71,Purple,Upright,0.8,11.5,18.0,55,70,55,40,55,85,360,60.00,14.14,45,2,70,72,Fast,800000,true,,false,false,true,false,false,false,false,false,false,false,0.5,Long Tail ,Field,,20,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
191,Sunkern,Grass,,Chlorophyll,Solar Power,Early Bird,43,Yellow,Ball,0.3,1.8,20.0,30,30,30,30,30,30,180,30.00,0.00,235,2,70,36,Medium Slow,1059860,true,,false,false,true,false,false,false,false,false,false,false,0.5,Seed ,Grass,,20,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1
192,Sunflora,Grass,,Chlorophyll,Solar Power,Early Bird,43,Yellow,Humanoid,0.8,8.5,13.3,75,75,55,105,85,30,425,70.83,23.53,120,2,70,149,Medium Slow,1059860,false,Sunkern,true,false,true,false,false,false,false,false,false,false,0.5,Sun ,Grass,,20,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1
193,Yanma,Bug,Flying,Speed Boost,Compound Eyes,Frisk,14,Red,Bug-Wings,1.2,38,26.4,65,65,45,75,45,95,390,65.00,17.32,75,2,70,78,Medium Fast,1000000,true,,false,false,true,false,false,false,false,false,false,false,0.5,Clear Wing ,Bug,,20,1,2,1,2,0.25,2,0.25,1,0,2,1,0.5,4,1,1,1,1,1
194,Wooper,Water,Ground,Damp,Water Absorb,Unaware,10,Blue,Legs,0.4,8.5,53.1,55,45,45,25,25,15,210,35.00,14.14,255,2,70,42,Medium Fast,1000000,true,,false,false,true,false,false,false,false,false,false,false,0.5,Water Fish ,Water 1,Field,20,1,0.5,1,0,4,1,1,0.5,1,1,1,1,0.5,1,1,1,0.5,1
195,Quagsire,Water,Ground,Damp,Water Absorb,Unaware,10,Blue,Upright,1.4,75,38.3,95,85,85,65,65,35,430,71.67,19.72,90,2,70,151,Medium Fast,1000000,false,Wooper,true,false,true,false,false,false,false,false,false,false,0.5,Water Fish ,Water 1,Field,20,1,0.5,1,0,4,1,1,0.5,1,1,1,1,0.5,1,1,1,0.5,1
196,Espeon,Psychic,,Synchronize,Magic Bounce,,45,Purple,Quadruped,0.9,26.5,32.7,65,65,60,130,95,110,525,87.50,26.26,45,2,70,184,Medium Fast,1000000,false,Eevee,true,false,true,false,false,false,false,false,false,false,0.125,Sun ,Field,,35,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1
197,Umbreon,Dark,,Synchronize,Inner Focus,,14,Black,Quadruped,1,27,27.0,95,65,110,60,130,65,525,87.50,26.26,45,2,35,184,Medium Fast,1000000,false,Eevee,true,false,true,false,false,false,false,false,false,false,0.125,Moonlight ,Field,,35,1,1,1,1,1,1,2,1,1,1,0,2,1,0.5,1,0.5,1,2
198,Murkrow,Dark,Flying,Insomnia,Super Luck,Prankster,6,Black,Wings,0.5,2.1,8.4,60,85,42,85,42,91,405,67.50,20.50,30,2,35,81,Medium Slow,1059860,true,,false,false,true,false,false,false,false,false,false,false,0.5,Darkness ,Flying,,20,1,1,1,2,0.5,2,1,1,0,1,0,1,2,0.5,1,0.5,1,2
199,Galarian Slowking,Poison,Psychic,Curious Medicine,Own Tempo,Regenerator,2,Pink,Upright,1.8,79.5,24.5,95,65,80,110,110,30,490,81.67,28.09,70,8,70,172,Medium Fast,1000000,false,Slowpoke,true,false,false,false,false,true,false,false,false,false,0.5,Royal ,Monster,Water 1,20,1,1,1,1,0.5,1,0.25,0.5,2,1,1,1,1,2,1,2,1,0.5
199,Slowking,Water,Psychic,Oblivious,Own Tempo,Regenerator,6,Pink,Upright,2,79.5,19.9,95,75,80,100,110,30,490,81.67,25.93,70,2,70,172,Medium Fast,1000000,false,Slowpoke,true,false,true,false,false,false,false,false,false,false,0.5,Royal ,Monster,Water 1,20,1,0.5,0.5,2,2,0.5,0.5,1,1,1,0.5,2,1,2,1,2,0.5,1
200,Misdreavus,Ghost,,Levitate,,,15,Gray,Ball,0.7,1,2.0,60,60,60,85,85,85,435,72.50,12.50,45,2,35,87,Fast,800000,true,,false,false,true,false,false,false,false,false,false,false,0.5,Screech ,Amorphous,,25,0,1,1,1,1,1,0,0.5,1,1,1,0.5,1,2,1,2,1,1
201,Unown,Psychic,,Levitate,,,45,Black,Ball,0.5,5,20.0,48,72,48,72,48,48,336,56.00,11.31,225,2,70,118,Medium Fast,1000000,false,,true,false,true,false,false,false,false,false,false,true,0,Symbol ,Undiscovered,,40,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1
202,Wobbuffet,Psychic,,Shadow Tag,Telepathy,,45,Blue,Blob,1.3,28.5,16.9,190,33,58,33,58,33,405,67.50,55.91,45,2,70,142,Medium Fast,1000000,false,Wynaut,true,false,true,false,false,false,false,false,false,false,0.5,Patient ,Amorphous,,20,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1
203,Girafarig,Normal,Psychic,Inner Focus,Early Bird,Sap Sipper,5,Yellow,Quadruped,1.5,41.5,18.4,70,80,65,90,65,85,455,75.83,9.75,60,2,70,159,Medium Fast,1000000,false,,true,false,true,false,false,false,false,false,false,false,0.5,Long Neck ,Field,,20,1,1,1,1,1,1,1,1,1,1,0.5,2,1,0,1,2,1,1
204,Pineco,Bug,,Sturdy,Overcoat,,19,Gray,Ball,0.6,7.2,20.0,50,65,90,35,35,15,290,48.33,24.09,190,2,70,58,Medium Fast,1000000,true,,false,false,true,false,false,false,false,false,false,false,0.5,Bagworm ,Bug,,20,1,2,1,1,0.5,1,0.5,1,0.5,2,1,1,2,1,1,1,1,1
205,Forretress,Bug,Steel,Sturdy,Overcoat,,7,Purple,Ball,1.2,125.8,87.4,75,90,140,60,60,40,465,77.50,31.85,75,2,70,163,Medium Fast,1000000,false,Pineco,true,false,true,false,false,false,false,false,false,false,0.5,Bagworm ,Bug,,20,0.5,4,1,1,0.25,0.5,1,0,1,1,0.5,0.5,1,1,0.5,1,0.5,0.5
206,Dunsparce,Normal,,Serene Grace,Run Away,Rattled,71,Yellow,Squiggle,1.5,14,6.2,100,70,70,65,65,45,415,69.17,16.18,190,2,70,145,Medium Fast,1000000,false,,true,false,true,false,false,false,false,false,false,false,0.5,Land Snake ,Field,,20,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
