pokedex_number,pokemon_name,type_1,type_2,ability_1,ability_2,ability_3,number_pokemon_with_typing,primary_color,shape,height,weight,bmi,hit_points,attack,defense,special_attack,special_defense,speed,total_stats,mean,standard_deviation,capture_rate,generation,base_happiness,base_experience,exp_type,exp_to_level_100,can_evolve,evolves_from,final_evolution,mega_evolution,is_default,baby_pokemon,alolan_form,galarian_form,forms_switchable,legendary,mythical,genderless,female_rate,genus,egg_group_1,egg_group_2,egg_cycles,against_normal,against_fire,against_water,against_electric,against_grass,against_ice,against_fighting,against_poison,against_ground,against_flying,against_psychic,against_bug,against_rock,against_ghost,against_dragon,against_dark,against_steel,against_fairy
185,Sudowoodo,Rock,,Sturdy,Rock Head,Rattled,16,Brown,Humanoid,1.20,38.00,26.40,70,100,115,30,65,30,410,68.33,31.97,65,2,70,144,Medium Fast,1000000,FALSE,Bonsly,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.500,Imitation ,Mineral,,20,0.50,0.50,2.00,1.00,2.00,1.00,2.00,0.50,2.00,0.50,1.00,1.00,1.00,1.00,1.00,1.00,2.00,1.00
186,Politoed,Water,,Water Absorb,Damp,Drizzle,72,Green,Humanoid,1.10,33.90,28.00,90,75,75,90,100,70,500,83.33,10.67,45,2,70,225,Medium Slow,1059860,FALSE,Poliwhirl,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.500,Frog ,Water 1,,20,1.00,0.50,0.50,2.00,2.00,0.50,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.50,1.00
187,Hoppip,Grass,Flying,Chlorophyll,Leaf Guard,Infiltrator,7,Pink,Upright,0.40,0.50,3.10,35,35,40,35,55,50,250,41.67,7.99,255,2,70,50,Medium Slow,1059860,TRUE,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.500,Cottonweed ,Fairy,Grass,20,1.00,2.00,0.50,1.00,0.25,4.00,0.50,2.00,0.00,2.00,1.00,1.00,2.00,1.00,1.00,1.00,1.00,1.00
188,Skiploom,Grass,Flying,Chlorophyll,Leaf Guard,Infiltrator,7,Green,Upright,0.60,1.00,2.80,55,45,50,45,65,80,340,56.67,12.47,120,2,70,119,Medium Slow,1059860,TRUE,Hoppip,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.500,Cottonweed ,Fairy,Grass,20,1.00,2.00,0.50,1.00,0.25,4.00,0.50,2.00,0.00,2.00,1.00,1.00,2.00,1.00,1.00,1.00,1.00,1.00
189,Jumpluff,Grass,Flying,Chlorophyll,Leaf Guard,Infiltrator,7,Blue,Upright,0.80,3.00,4.70,75,55,70,55,95,110,460,76.67,20.14,45,2,70,207,Medium Slow,1059860,FALSE,Skiploom,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.500,Cottonweed ,Fairy,Grass,20,1.00,2.00,0.50,1.00,0.25,4.00,0.50,2.00,0.00,2.00,1.00,1.00,2.00,1.00,1.00,1.00,1.00,1.00
190,Aipom,Normal,,Run Away,Pickup,Skill Link,71,Purple,Upright,0.80,11.50,18.00,55,70,55,40,55,85,360,60.00,14.14,45,2,70,72,Fast,800000,TRUE,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.500,Long Tail ,Field,,20,1.00,1.00,1.00,1.00,1.00,1.00,2.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00
191,Sunkern,Grass,,Chlorophyll,Solar Power,Early Bird,43,Yellow,Ball,0.30,1.80,20.00,30,30,30,30,30,30,180,30.00,0.00,235,2,70,36,Medium Slow,1059860,TRUE,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.500,Seed ,Grass,,20,1.00,2.00,0.50,0.50,0.50,2.00,1.00,2.00,0.50,2.00,1.00,2.00,1.00,1.00,1.00,1.00,1.00,1.00
192,Sunflora,Grass,,Chlorophyll,Solar Power,Early Bird,43,Yellow,Humanoid,0.80,8.50,13.30,75,75,55,105,85,30,425,70.83,23.53,120,2,70,149,Medium Slow,1059860,FALSE,Sunkern,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.500,Sun ,Grass,,20,1.00,2.00,0.50,0.50,0.50,2.00,1.00,2.00,0.50,2.00,1.00,2.00,1.00,1.00,1.00,1.00,1.00,1.00
193,Yanma,Bug,Flying,Speed Boost,Compound Eyes,Frisk,14,Red,Bug-Wings,1.20,38.00,26.40,65,65,45,75,45,95,390,65.00,17.32,75,2,70,78,Medium Fast,1000000,TRUE,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.500,Clear Wing ,Bug,,20,1.00,2.00,1.00,2.00,0.25,2.00,0.25,1.00,0.00,2.00,1.00,0.50,4.00,1.00,1.00,1.00,1.00,1.00
194,Wooper,Water,Ground,Damp,Water Absorb,Unaware,10,Blue,Legs,0.40,8.50,53.10,55,45,45,25,25,15,210,35.00,14.14,255,2,70,42,Medium Fast,1000000,TRUE,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.500,Water Fish ,Water 1,Field,20,1.00,0.50,1.00,0.00,4.00,1.00,1.00,0.50,1.00,1.00,1.00,1.00,0.50,1.00,1.00,1.00,0.50,1.00
195,Quagsire,Water,Ground,Damp,Water Absorb,Unaware,10,Blue,Upright,1.40,75.00,38.30,95,85,85,65,65,35,430,71.67,19.72,90,2,70,151,Medium Fast,1000000,FALSE,Wooper,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.500,Water Fish ,Water 1,Field,20,1.00,0.50,1.00,0.00,4.00,1.00,1.00,0.50,1.00,1.00,1.00,1.00,0.50,1.00,1.00,1.00,0.50,1.00
196,Espeon,Psychic,,Synchronize,Magic Bounce,,45,Purple,Quadruped,0.90,26.50,32.70,65,65,60,130,95,110,525,87.50,26.26,45,2,70,184,Medium Fast,1000000,FALSE,Eevee,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.125,Sun ,Field,,35,1.00,1.00,1.00,1.00,1.00,1.00,0.50,1.00,1.00,1.00,0.50,2.00,1.00,2.00,1.00,2.00,1.00,1.00
197,Umbreon,Dark,,Synchronize,Inner Focus,,14,Black,Quadruped,1.00,27.00,27.00,95,65,110,60,130,65,525,87.50,26.26,45,2,35,184,Medium Fast,1000000,FALSE,Eevee,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.125,Moonlight ,Field,,35,1.00,1.00,1.00,1.00,1.00,1.00,2.00,1.00,1.00,1.00,0.00,2.00,1.00,0.50,1.00,0.50,1.00,2.00
198,Murkrow,Dark,Flying,Insomnia,Super Luck,Prankster,6,Black,Wings,0.50,2.10,8.40,60,85,42,85,42,91,405,67.50,20.50,30,2,35,81,Medium Slow,1059860,TRUE,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.500,Darkness ,Flying,,20,1.00,1.00,1.00,2.00,0.50,2.00,1.00,1.00,0.00,1.00,0.00,1.00,2.00,0.50,1.00,0.50,1.00,2.00
199,Galarian Slowking,Poison,Psychic,Curious Medicine,Own Tempo,Regenerator,2,Pink,Upright,1.80,79.50,24.50,95,65,80,110,110,30,490,81.67,28.09,70,8,70,172,Medium Fast,1000000,FALSE,Slowpoke,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0.500,Royal ,Monster,Water 1,20,1.00,1.00,1.00,1.00,0.50,1.00,0.25,0.50,2.00,1.00,1.00,1.00,1.00,2.00,1.00,2.00,1.00,0.50
199,Slowking,Water,Psychic,Oblivious,Own Tempo,Regenerator,6,Pink,Upright,2.00,79.50,19.90,95,75,80,100,110,30,490,81.67,25.93,70,2,70,172,Medium Fast,1000000,FALSE,Slowpoke,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.500,Royal ,Monster,Water 1,20,1.00,0.50,0.50,2.00,2.00,0.50,0.50,1.00,1.00,1.00,0.50,2.00,1.00,2.00,1.00,2.00,0.50,1.00
200,Misdreavus,Ghost,,Levitate,,,15,Gray,Ball,0.70,1.00,2.00,60,60,60,85,85,85,435,72.50,12.50,45,2,35,87,Fast,800000,TRUE,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.500,Screech ,Amorphous,,25,0.00,1.00,1.00,1.00,1.00,1.00,0.00,0.50,1.00,1.00,1.00,0.50,1.00,2.00,1.00,2.00,1.00,1.00
201,Unown,Psychic,,Levitate,,,45,Black,Ball,0.50,5.00,20.00,48,72,48,72,48,48,336,56.00,11.31,225,2,70,118,Medium Fast,1000000,FALSE,,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0.000,Symbol ,Undiscovered,,40,1.00,1.00,1.00,1.00,1.00,1.00,0.50,1.00,1.00,1.00,0.50,2.00,1.00,2.00,1.00,2.00,1.00,1.00
202,Wobbuffet,Psychic,,Shadow Tag,Telepathy,,45,Blue,Blob,1.30,28.50,16.90,190,33,58,33,58,33,405,67.50,55.91,45,2,70,142,Medium Fast,1000000,FALSE,Wynaut,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.500,Patient ,Amorphous,,20,1.00,1.00,1.00,1.00,1.00,1.00,0.50,1.00,1.00,1.00,0.50,2.00,1.00,2.00,1.00,2.00,1.00,1.00
203,Girafarig,Normal,Psychic,Inner Focus,Early Bird,Sap Sipper,5,Yellow,Quadruped,1.50,41.50,18.40,70,80,65,90,65,85,455,75.83,9.75,60,2,70,159,Medium Fast,1000000,FALSE,,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.500,Long Neck ,Field,,20,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.50,2.00,1.00,0.00,1.00,2.00,1.00,1.00
204,Pineco,Bug,,Sturdy,Overcoat,,19,Gray,Ball,0.60,7.20,20.00,50,65,90,35,35,15,290,48.33,24.09,190,2,70,58,Medium Fast,1000000,TRUE,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.500,Bagworm ,Bug,,20,1.00,2.00,1.00,1.00,0.50,1.00,0.50,1.00,0.50,2.00,1.00,1.00,2.00,1.00,1.00,1.00,1.00,1.00
205,Forretress,Bug,Steel,Sturdy,Overcoat,,7,Purple,Ball,1.20,125.80,87.40,75,90,140,60,60,40,465,77.50,31.85,75,2,70,163,Medium Fast,1000000,FALSE,Pineco,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.500,Bagworm ,Bug,,20,0.50,4.00,1.00,1.00,0.25,0.50,1.00,0.00,1.00,1.00,0.50,0.50,1.00,1.00,0.50,1.00,0.50,0.50
206,Dunsparce,Normal,,Serene Grace,Run Away,Rattled,71,Yellow,Squiggle,1.50,14.00,6.20,100,70,70,65,65,45,415,69.17,16.18,190,2,70,145,Medium Fast,1000000,FALSE,,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.500,Land Snake ,Field,,20,1.00,1.00,1.00,1.00,1.00,1.00,2.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00
207,Gligar,Ground,Flying,Hyper Cutter,Sand Veil,Immunity,4,Purple,Wings,1.10,64.80,53.60,65,75,105,35,65,85,430,71.67,21.34,60,2,70,86,Medium Slow,1059860,TRUE,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.500,Fly Scorpion ,Bug,,20,1.00,1.00,2.00,0.00,1.00,4.00,0.50,0.50,0.00,1.00,1.00,0.50,1.00,1.00,1.00,1.00,1.00,1.00
208,Mega Steelix,Steel,Ground,Sand Force,,,6,Gray,Squiggle,10.50,740.00,6.70,75,125,230,55,95,30,610,101.67,64.66,25,6,70,214,Medium Fast,1000000,FALSE,Onix,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0.500,Iron Snake ,Mineral,,25,0.50,2.00,2.00,0.00,1.00,1.00,2.00,0.00,2.00,0.50,0.50,0.50,0.25,1.00,0.50,1.00,0.50,0.50
208,Steelix,Steel,Ground,Rock Head,Sturdy,Sheer Force,6,Gray,Squiggle,9.20,400.00,4.70,75,85,200,55,65,30,510,85.00,54.24,25,2,70,179,Medium Fast,1000000,FALSE,Onix,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0.500,Iron Snake ,Mineral,,25,0.50,2.00,2.00,0.00,1.00,1.00,2.00,0.00,2.00,0.50,0.50,0.50,0.25,1.00,0.50,1.00,0.50,0.50
209,Snubbull,Fairy,,Intimidate,Run Away,Rattled,19,Pink,Humanoid,0.60,7.80,21.70,60,80,50,40,40,30,300,50.00,16.33,190,2,70,60,Fast,800000,TRUE,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.750,Fairy ,Field,Fairy,20,1.00,1.00,1.00,1.00,1.00,1.00,0.50,2.00,1.00,1.00,1.00,0.50,1.00,1.00,0.00,0.50,2.00,1.00
210,Granbull,Fairy,,Intimidate,Quick Feet,Rattled,19,Purple,Upright,1.40,48.70,24.80,90,120,75,60,60,45,450,75.00,24.49,75,2,70,158,Fast,800000,FALSE,Snubbull,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.750,Fairy ,Field,Fairy,20,1.00,1.00,1.00,1.00,1.00,1.00,0.50,2.00,1.00,1.00,1.00,0.50,1.00,1.00,0.00,0.50,2.00,1.00
211,Qwilfish,Water,Poison,Poison Point,Swift Swim,Intimidate,6,Gray,Fish,0.50,3.90,15.60,65,95,85,55,55,85,440,73.33,15.72,45,2,70,88,Medium Fast,1000000,FALSE,,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.500,Balloon ,Water 2,,20,1.00,0.50,0.50,2.00,1.00,0.50,0.50,0.50,2.00,1.00,2.00,0.50,1.00,1.00,1.00,1.00,0.50,0.50
212,Mega Scizor,Bug,Steel,Technician,,,7,Red,Bug-Wings,2.00,125.00,31.30,70,150,140,65,100,75,600,100.00,33.79,25,6,70,210,Medium Fast,1000000,FALSE,Scyther,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0.500,Pincer ,Bug,,25,0.50,4.00,1.00,1.00,0.25,0.50,1.00,0.00,1.00,1.00,0.50,0.50,1.00,1.00,0.50,1.00,0.50,0.50
212,Scizor,Bug,Steel,Swarm,Technician,Light Metal,7,Red,Bug-Wings,1.80,118.00,36.40,70,130,100,55,80,65,500,83.33,25.11,25,2,70,175,Medium Fast,1000000,FALSE,Scyther,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0.500,Pincer ,Bug,,25,0.50,4.00,1.00,1.00,0.25,0.50,1.00,0.00,1.00,1.00,0.50,0.50,1.00,1.00,0.50,1.00,0.50,0.50
213,Shuckle,Bug,Rock,Sturdy,Gluttony,Contrary,5,Yellow,Armor,0.60,20.50,56.90,20,10,230,10,230,5,505,84.17,103.22,190,2,70,177,Medium Slow,1059860,FALSE,,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.500,Mold ,Bug,,20,0.50,1.00,2.00,1.00,1.00,1.00,1.00,0.50,1.00,1.00,1.00,1.00,2.00,1.00,1.00,1.00,2.00,1.00
214,Heracross,Bug,Fighting,Swarm,Guts,Moxie,4,Blue,Humanoid,1.50,54.00,24.00,80,125,75,40,95,85,500,83.33,25.28,45,2,70,175,Slow,1250000,FALSE,,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0.500,Single Horn ,Bug,,25,1.00,2.00,1.00,1.00,0.50,1.00,0.50,1.00,0.50,4.00,2.00,0.50,1.00,1.00,1.00,0.50,1.00,2.00
214,Mega Heracross,Bug,Fighting,Skill Link,,,4,Blue,Humanoid,1.70,62.50,21.60,80,185,115,40,105,75,600,100.00,44.91,45,6,70,210,Slow,1250000,FALSE,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0.500,Single Horn ,Bug,,25,1.00,2.00,1.00,1.00,0.50,1.00,0.50,1.00,0.50,4.00,2.00,0.50,1.00,1.00,1.00,0.50,1.00,2.00
215,Sneasel,Dark,Ice,Inner Focus,Keen Eye,Pickpocket,2,Black,Upright,0.90,28.00,34.60,55,95,55,35,75,115,430,71.67,26.87,60,2,35,86,Medium Slow,1059860,TRUE,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.500,Sharp Claw ,Field,,20,1.00,2.00,1.00,1.00,1.00,0.50,4.00,1.00,1.00,1.00,0.00,2.00,2.00,0.50,1.00,0.50,2.00,2.00
216,Teddiursa,Normal,,Pickup,Quick Feet,Honey Gather,71,Brown,Upright,0.60,8.80,24.40,60,80,50,50,50,40,330,55.00,12.58,120,2,70,66,Medium Fast,1000000,TRUE,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.500,Little Bear ,Field,,20,1.00,1.00,1.00,1.00,1.00,1.00,2.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00
217,Ursaring,Normal,,Guts,Quick Feet,Unnerve,71,Brown,Upright,1.80,125.80,38.80,90,130,75,75,75,55,500,83.33,23.21,60,2,70,175,Medium Fast,1000000,FALSE,Teddiursa,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.500,Hibernator ,Field,,20,1.00,1.00,1.00,1.00,1.00,1.00,2.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00
218,Slugma,Fire,,Magma Armor,Flame Body,Weak Armor,34,Red,Squiggle,0.70,35.00,71.40,40,40,40,70,40,20,250,41.67,14.62,190,2,70,50,Medium Fast,1000000,TRUE,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.500,Lava ,Amorphous,,20,1.00,0.50,2.00,1.00,0.50,0.50,1.00,1.00,2.00,1.00,1.00,0.50,2.00,1.00,1.00,1.00,0.50,0.50
219,Magcargo,Fire,Rock,Magma Armor,Flame Body,Weak Armor,3,Red,Squiggle,0.80,55.00,85.90,60,50,120,90,80,30,430,71.67,29.11,75,2,70,151,Medium Fast,1000000,FALSE,Slugma,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.500,Lava ,Amorphous,,20,0.50,0.25,4.00,1.00,1.00,0.50,2.00,0.50,4.00,0.50,1.00,0.50,2.00,1.00,1.00,1.00,1.00,0.50
220,Swinub,Ice,Ground,Oblivious,Snow Cloak,Thick Fat,3,Brown,Quadruped,0.40,6.50,40.60,50,50,40,30,30,50,250,41.67,8.98,225,2,70,50,Slow,1250000,TRUE,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.500,Pig ,Field,,20,1.00,2.00,2.00,0.00,2.00,1.00,2.00,0.50,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2.00,1.00
221,Piloswine,Ice,Ground,Oblivious,Snow Cloak,Thick Fat,3,Brown,Quadruped,1.10,55.80,46.10,100,100,80,60,60,50,450,75.00,19.79,75,2,70,158,Slow,1250000,TRUE,Swinub,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.500,Swine ,Field,,20,1.00,2.00,2.00,0.00,2.00,1.00,2.00,0.50,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2.00,1.00
222,Corsola,Water,Rock,Hustle,Natural Cure,Regenerator,11,Pink,Armor,0.60,5.00,13.90,65,55,95,65,95,35,410,68.33,21.34,60,2,70,144,Fast,800000,TRUE,,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.750,Coral ,Water 1,Water 3,20,0.50,0.25,1.00,2.00,4.00,0.50,2.00,0.50,2.00,0.50,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
222,Galarian Corsola,Ghost,,Weak Armor,Cursed Body,,15,Pink,Armor,0.60,0.50,1.40,60,55,100,65,100,30,410,68.33,24.94,60,8,70,144,Fast,800000,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0.750,Coral ,Water 1,Water 3,20,0.00,1.00,1.00,1.00,1.00,1.00,0.00,0.50,1.00,1.00,1.00,0.50,1.00,2.00,1.00,2.00,1.00,1.00
223,Remoraid,Water,,Hustle,Sniper,Moody,72,Gray,Fish,0.60,12.00,33.30,35,65,35,65,35,65,300,50.00,15.00,190,2,70,60,Medium Fast,1000000,TRUE,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.500,Jet ,Water 1,Water 2,20,1.00,0.50,0.50,2.00,2.00,0.50,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.50,1.00
224,Octillery,Water,,Suction Cups,Sniper,Moody,72,Red,Tentacles,0.90,28.50,35.20,75,105,75,105,75,45,480,80.00,20.62,75,2,70,168,Medium Fast,1000000,FALSE,Remoraid,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.500,Jet ,Water 1,Water 2,20,1.00,0.50,0.50,2.00,2.00,0.50,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.50,1.00
225,Delibird,Ice,Flying,Vital Spirit,Hustle,Insomnia,2,Red,Wings,0.90,16.00,19.80,45,55,45,65,45,75,330,55.00,11.55,45,2,70,116,Fast,800000,FALSE,,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.500,Delivery ,Water 1,Field,20,1.00,2.00,1.00,2.00,0.50,1.00,1.00,1.00,0.00,1.00,1.00,0.50,4.00,1.00,1.00,1.00,2.00,1.00
226,Mantine,Water,Flying,Swift Swim,Water Absorb,Water Veil,8,Purple,Wings,2.10,220.00,49.90,85,40,70,80,140,70,485,80.83,30.06,25,2,70,170,Slow,1250000,FALSE,Mantyke,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.500,Kite ,Water 1,,25,1.00,0.50,0.50,4.00,1.00,1.00,0.50,1.00,0.00,1.00,1.00,0.50,2.00,1.00,1.00,1.00,0.50,1.00
227,Skarmory,Steel,Flying,Keen Eye,Sturdy,Weak Armor,3,Gray,Wings,1.70,50.50,17.50,65,80,140,40,70,70,465,77.50,30.52,25,2,70,163,Slow,1250000,FALSE,,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.500,Armor Bird ,Flying,,25,0.50,2.00,1.00,2.00,0.25,1.00,1.00,0.00,0.00,0.50,0.50,0.25,1.00,1.00,0.50,1.00,0.50,0.50
228,Houndour,Dark,Fire,Early Bird,Flash Fire,Unnerve,4,Black,Quadruped,0.60,10.80,30.00,45,60,30,80,50,65,330,55.00,15.81,120,2,35,66,Slow,1250000,TRUE,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.500,Dark ,Field,,20,1.00,0.50,2.00,1.00,0.50,0.50,2.00,1.00,2.00,1.00,0.00,1.00,2.00,0.50,1.00,0.50,0.50,1.00
229,Houndoom,Dark,Fire,Early Bird,Flash Fire,Unnerve,4,Black,Quadruped,1.40,35.00,17.90,75,90,50,110,80,95,500,83.33,18.63,45,2,35,175,Slow,1250000,FALSE,Houndour,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0.500,Dark ,Field,,20,1.00,0.50,2.00,1.00,0.50,0.50,2.00,1.00,2.00,1.00,0.00,1.00,2.00,0.50,1.00,0.50,0.50,1.00
229,Mega Houndoom,Dark,Fire,Solar Power,,,4,Black,Quadruped,1.90,49.50,13.70,75,90,90,140,90,115,600,100.00,21.41,45,6,35,210,Slow,1250000,FALSE,Houndour,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0.500,Dark ,Field,,20,1.00,0.50,2.00,1.00,0.50,0.50,2.00,1.00,2.00,1.00,0.00,1.00,2.00,0.50,1.00,0.50,0.50,1.00
230,Kingdra,Water,Dragon,Swift Swim,Sniper,Damp,3,Blue,Blob,1.80,152.00,46.90,75,95,95,95,95,85,540,90.00,7.64,45,2,70,243,Medium Fast,1000000,FALSE,Seadra,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.500,Dragon ,Water 1,Dragon,20,1.00,0.25,0.25,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2.00,1.00,0.50,2.00
231,Phanpy,Ground,,Pickup,Sand Veil,,17,Blue,Quadruped,0.50,33.50,134.00,90,60,60,40,40,40,330,55.00,18.03,120,2,70,66,Medium Fast,1000000,TRUE,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.500,Long Nose ,Field,,20,1.00,1.00,2.00,0.00,2.00,2.00,1.00,0.50,1.00,1.00,1.00,1.00,0.50,1.00,1.00,1.00,1.00,1.00
232,Donphan,Ground,,Sturdy,Sand Veil,,17,Gray,Quadruped,1.10,120.00,99.20,90,120,120,60,60,50,500,83.33,28.67,60,2,70,175,Medium Fast,1000000,FALSE,Phanpy,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.500,Armor ,Field,,20,1.00,1.00,2.00,0.00,2.00,2.00,1.00,0.50,1.00,1.00,1.00,1.00,0.50,1.00,1.00,1.00,1.00,1.00
233,Porygon2,Normal,,Trace,Download,Analytic,71,Red,Legs,0.60,32.50,90.30,85,80,90,105,95,60,515,85.83,13.97,45,2,70,180,Medium Fast,1000000,TRUE,Porygon,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0.000,Virtual ,Mineral,,20,1.00,1.00,1.00,1.00,1.00,1.00,2.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00
234,Stantler,Normal,,Intimidate,Frisk,Sap Sipper,71,Brown,Quadruped,1.40,71.20,36.30,73,95,62,85,65,85,465,77.50,11.80,45,2,70,163,Slow,1250000,FALSE,,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.500,Big Horn ,Field,,20,1.00,1.00,1.00,1.00,1.00,1.00,2.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00
